"Nº reporte";"Url del reporte";"Usuario";"Grupo";"Fecha del evento";"Hora del evento";"Precisión";"Fecha introducción";"Tipo de fenómeno";"Fiabilidad";"Latitud";"Longitud";"Altitud";"Provincia";"Localidad";"Dirección";"Cod_postal";"Detalles lugar";"Descripción del suceso";"¿Es multirreporte?";"¿Es destacado?";"Daños en bienes";"Daños en campo";"Total daños";"Nº heridos";"Nº muertos";"Fuentes de la información";"Tipo de vórtice";"Nº de vórtices";"¿Otros fenómenos?";"Fujita";"Torro";"Vel.viento Km/h";"¿Nube embudo?";"Nº vórtices en tuba";"Duración";"Otros meteoros";"Longitud trayectoria";"Anchura med. trayectoria";"Anchura máx trayectoria";"Dirección de avance";"Distancia tuba-suelo";"Aumento temperatura";"Tamaño máx. granizo";"Tamaño med. granizo";"Peso máx. granizo";"Espesor capa granizo";"Aspecto del granizo";"Precipitación total";"Hora inicio";"Máx. prec. 5min";"Máx. prec. 10min";"Máx. prec. 15min";"Máx. prec. 30min";"Máx. prec. 1h";"Máx. prec. 3h";"Máx. prec. 24h";"¿Tormenta?";"Tipo de precipitación";"Diametro promedio granizo";"Nieve acumulada";"Equivalencia en agua";"Nieve acumulada en máx. intensidad";"Equivalencia en agua en máx. intensidad";"Duración pico intensidad";"¿Hubo tormenta?";"Tipo de avalancha";"Tipo de flujo";"Tipo de nieve";"Probabilidad de aludes";"Causa de avalancha";"Altitud inicio";"Diferencia altitud inicio-fin";"Cobertura nubosa";"¿Sabe temperatura exacta?";"Temperatura exacta";"Temperatura aproximada";"Velocidad viento";"Dirección viento";"Espesor hielo";"Tipo fenómeno marítimo";"Comentario fen. marítimo"
"1841";"https://sinobas.aemet.es/index.php?pag=detal&rep=1841";"icampoo";"AEMET";"2023-04-23";"17:30";"+/- 1 hora";"2023-10-04";"Vórtice de racha";"Alta";"42.062";"3.045";"20";"Girona";"Verges";"Carrer Francesc Cambó, 8, 17142 Verges, Girona, España";"17142";"";"En el entorno de Verges el radar meteorológico de AEMET en Cataluña detectó entre las 17 y 18 h.o.p la presencia de células convectivas con valores de reflectividad elevados, comprendidos entre 48 y 54 dBZ y con algún valor puntual entre 54 y 60 dBZ, muy elevados. Los echotops observados por el radar durante dicha franja horaria llegaron a superar los 10 km de altitud: Los cumulonimbos generaron actividad eléctrica hacia el norte y este de la población de Verges. Entre las 17:05 y 17:32 h.o.p. se detectaron 75 descargas eléctricas en un radio comprendido a   15 km en torno al núcleo de población, de las cuales 67 correspondieron a descargas intranube y las restantes 8 a descargas nube-tierra.

El mismo día se documentó en redes sociales y en prensa digital la presencia de un gustnado (vórtice vertical asociado a un frente de racha convectivo) en el término municipal, así como daños en cubiertas de edificaciones y en árboles de la localidad, recogidos también en informe pericial el día 25 de abril, que serían además compatibles con la presencia de rachas máximas de viento de intensidad comprendida entre los 71 y los 90 km/h (muy fuertes) registradas en una red de observación.";"NO";"NO";"Daños en cubiertas de edificaciones";"Daños en árboles de la localidad";"";"0";"0";"Información en los medios, Fotos o videos del evento, Fotos o videos de los daños, Informe por un meteorólogo profesional";"";"1";"";"SD";"SD";"80";"";"";"SD";"Lluvia ligera o moderada, Polvo o arena levantado por el viento, Tormenta";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1842";"https://sinobas.aemet.es/index.php?pag=detal&rep=1842";"icampoo";"AEMET";"2023-09-02";"12:00";"+/- 1 hora";"2023-10-04";"Tornado / Tromba Marina";"Alta";"40.770";"0.673";"3";"Tarragona";"Camarles";"Carrer N. Setze, 1, 43894 Camarles, Tarragona, España";"43894";"";"Entre las 9:00 y 11:00 UTC del día 2 se formaron en el litoral sur de Tarragona y en zonas marítimas próximas varias células convectivas que se desplazaron de sureste a noroeste. Durante este intervalo de tiempo el radar meteorológico de AEMET en Cataluña (situado a 124 km aproximadamente del área de estudio) detectó el paso de una sucesión de células sobre los municipios de Deltebre, Camarles y l’Ampolla con valores entre moderados y elevados de reflectividad y echotop, de 48-54 dBZ y 7-8 km respectivamente (puntualmente de 54-60 dBZ y 10-12 km), compatibles con la presencia de fenómenos como trombas marinas o pequeños tornados de moderada intensidad. El mismo periodo coincide con la detección de actividad eléctrica en la zona: Entre las 9:30 y 10:45 UTC se detectaron 56 descargas (47 nube-nube y 9 nube-tierra) en un radio de 15 km en torno al punto de estudio.
Se documentó en redes sociales y en prensa digital la presencia de un tornado de pequeñas dimensiones captado desde el municipio de Camarles, coincidiendo en tiempo con el intervalo de tiempo analizado.";"NO";"NO";"";"";"";"0";"0";"Información en los medios, Fotos o videos del evento";"Tornado";"1";"";"SD";"SD";"";"Si";"1";"SD";"Lluvia ligera o moderada, Tormenta";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1843";"https://sinobas.aemet.es/index.php?pag=detal&rep=1843";"rrequenab";"AEMET";"2023-06-29";"16:00";"+/- 3 horas";"2023-10-07";"Granizada Singular";"Alta";"40.382";"-0.611";"1640";"Teruel";"Valdelinares";"99JQ+JJ Valdelinares, España";"44413";"Fuertes granizadas en la comarca de Gúdar-Maestrazgo de Teruel entre las 14 y 19 UTC (16 a 21 HL) del 29/06/2023. En radar 3D Valores de DVIL (Density Vertical Integrated Liquid) superando los 5 g/m3 y en algún momento cerca de 6 g/m3, especialmente entre las 15 y 16 UTC (17 a 18 HL)";"Convección organizada en la comarca Gúdar-Maestrazgo de Teruel en la tarde del 29/06/2023 con alta reflectividad en radar 2Dy 3D durante más de 3 h";"NO";"NO";"";"";"";"";"";"Información en los medios, Fotos o videos del evento, Información en documentos científicos";"";"";"";"";"";"";"";"";"&gt; de 180 minutos";"";"";"";"";"";"";"";"Entre 6 y 7";"Entre 4 y 5";"SD";"SD";"Agregados";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1844";"https://sinobas.aemet.es/index.php?pag=detal&rep=1844";"jnunez";"AEMET";"2023-05-23";"07:35";"+/- 15 minutos";"2023-10-07";"Precipitación Súbita Torrencial";"Alta";"38.818";"-0.607";"360";"Valencia";"Ontinyent";"Av. de L'Almaig, 12A, 46870 Ontinyent, Valencia, España";"46870";"Precipitación de intensidad torrencial en Ontinyent. Fueron generalizadas en la comarca de la Vall d'Albaida, aunque la mayor intensidad se registró en la capital.";"Presencia de una dana que provocan precipitaciones generalizadas. Ontinyent supera el récord de máxima precipitación acumulada en un día de mayo en los últimos 100 años.";"NO";"NO";"";"";"";"";"";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños, Informe por un aficionado entrenado";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"90";"03:50";"";"12";"23";"31";"56";"";"169";"Si";"Sólo lluvia";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1845";"https://sinobas.aemet.es/index.php?pag=detal&rep=1845";"jnunez";"AEMET";"2023-05-26";"04:20";"+/- 15 minutos";"2023-10-07";"Precipitación Súbita Torrencial";"Alta";"39.976";"-0.055";"37";"Castelló";"Castelló de la Plana";"Carrer Peri 4 Letra A, 10, 12006 Castelló de la Plana, Castelló, España";"12006";"Precipitación torrencial en Castelló de la Plana de madrugada.";"198.0 l/m² registrados de madrugada en Castelló de la Plana. Pluviómetro casi desbordado, de los 198 l/m², 150 cayeron en dos horas.";"NO";"NO";"";"";"";"";"";"Informado por un testigo del evento, Informado por un testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños, Informe por un aficionado entrenado, Informe por un meteorólogo aficionado";"";"";"";"";"";"";"";"";"180 minutos";"";"";"";"";"";"";"";"";"";"";"";"";"150";"02:30";"14";"21";"34";"51";"78";"";"198";"Si";"Sólo lluvia";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1846";"https://sinobas.aemet.es/index.php?pag=detal&rep=1846";"jnunez";"AEMET";"2023-09-02";"12:00";"+/- 1 hora";"2023-10-08";"Tornado / Tromba Marina";"Alta";"39.766";"-0.155";"0";"Castellón";"Chilches";"C. Pizarro, 34, 12592 Chilches, Castellón, España";"12592";"Tromba marina vista desde la playa de Xilxes";"Tromba marina vista en Xilxes en una situación de dana y viento de levante.";"NO";"NO";"";"";"";"";"";"Informado por un testigo del evento, Información en los medios, Fotos o videos del evento, Informe por un aficionado entrenado";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"1";"SD";"";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1847";"https://sinobas.aemet.es/index.php?pag=detal&rep=1847";"icampoo";"AEMET";"2023-08-07";"00:10";"+/- 15 minutos";"2023-10-09";"Tornado / Tromba Marina";"Alta";"41.066";"1.065";"0";"Tarragona";"Cambrils";"Passeig de Miramar, 44, 43850 Cambrils, Tarragona, España";"43850";"Zona del puerto de Cambrils";"El análisis de la situación meteorológica y de los datos de observación radar disponibles (imágenes de reflectividad, echotop y viento radial Doppler), junto con la información recogida en redes sociales, informe pericial y registros de viento, permiten concluir que entre las 00:00 y 01:00 h.o.p del día 7 de agosto de 2023 se produjo muy probablemente un tornado de pequeñas dimensiones en el entorno del puerto de Cambrils.";"NO";"NO";"Los daños se limitan al Club Náutico de Cambrils y a un chiringuito de playa próximo.";"";"20000";"0";"0";"Información en los medios, Fotos o videos del evento, Informe por un meteorólogo profesional";"Tornado";"1";"";"SD";"SD";"107";"No";"1";"SD";"Lluvia ligera o moderada";"Menor de 0,5 km";"SD";"SD";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1848";"https://sinobas.aemet.es/index.php?pag=detal&rep=1848";"icampoo";"AEMET";"2023-08-26";"16:00";"+/- 1 hora";"2023-10-09";"Granizada Singular";"Alta";"40.635";"0.287";"355";"Tarragona";"La Sénia";"Avinguda de la Generalitat, 47, 43560 La Sénia, Tarragona, España";"43560";"";"Tormenta severa con granizo grande. Se formó en el interior norte de Castellón, en la comarca de Els Ports, y se desplazó de oeste a este, intensificándose rápidamente y adquiriendo signos de creciente adversidad en su avance.";"NO";"NO";"Unos 200 vehículos dañados";"";"";"1";"";"Información en los medios, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"Mayor de 7";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1849";"https://sinobas.aemet.es/index.php?pag=detal&rep=1849";"icampoo";"AEMET";"2023-08-31";"07:00";"+/- 1 hora";"2023-10-09";"Tornado / Tromba Marina";"Alta";"41.601";"2.636";"0";"Barcelona";"Sant Pol de Mar";"JJ2P+7F Sant Pol de Mar, España";"08395";"Sobre el mar, frente a la costa del Maresme";"Tromba marina avistada frente a la costa del Maresme, a la altura de Sant Pol de Mar";"NO";"NO";"";"";"";"";"";"Fotos o videos del evento";"Tromba Marina";"1";"";"SD";"SD";"";"Si";"1";"SD";"";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1850";"https://sinobas.aemet.es/index.php?pag=detal&rep=1850";"jparodip";"AEMET";"2023-06-21";"17:00";"+/- 1 hora";"2023-10-10";"Granizada Singular";"Alta";"38.047";"-2.082";"1011";"Murcia";"Casicas";"2WW9+R7 Casicas, España";"30195";"Alrededor de las 17:00h, desde fuentes fiables (aficionados de Suremet) llegan imágenes de importantes precipitaciones de granizo, pudiendo superar los 3 cm de diámetro aproximadamente (según las imágenes aportadas) y acumulando granizo menudo en el suelo, en la zona de Derramadores, en el término municipal de Caravaca.";"Según el informe operativo semanal del ATAP, la situación sinóptica  presentaba una vaguada en altura, situada sobre el suroeste peninsular, que estaba produciendo flujo generalizado del SW sobre la Península y Baleares, más intenso en la mitad este peninsular. Esto provocó que existiera un fuerte forzamiento dinámico sobre el sureste peninsular, con una irrupción tropical impulsada por el chorro delantero, favoreciendo la presencia de convección elevada y tormentas en zonas del interior sureste.
Las imágenes radar, en el intervalo horario en que se produjo el fenómeno, muestran una línea de tormentas desplazándose de oeste a este, con reflectividades por encima de 50 dbZ, además se registró actividad eléctrica muy intensa. En la cercana estación meteorológica de Caravaca (Fuentes del Marqués) de AEMET, se registraron valores de pcp acumulada en una hora de 56,6 mm.";"NO";"NO";"";"En medios de comunicación (diario La Verdad) se indica que el granizo arrasó las plantaciones de albaricoque, melocotón, paraguayo, ciruela y otros cultivos, presentes en la zona afectada.";"";"";"";"Información en los medios, Información en sitios webs, Fotos o videos del evento, Informe por un aficionado entrenado";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"SD";"Entre 3 y 4";"SD";"SD";"Oblongo";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1851";"https://sinobas.aemet.es/index.php?pag=detal&rep=1851";"jparodip";"AEMET";"2023-07-11";"16:30";"+/- 15 minutos";"2023-10-10";"Reventón / Frente de racha";"Alta";"38.552";"-1.196";"745";"Murcia";"Yecla";"HR23+RQ Yecla, España";"30510";"Vientos muy fuertes de origen convectivo, muy probablemente asociados a reventones secos, principalmente en puntos del Altiplano. 
Racha de 112 Km/h registrada en la estación meteorológica de AEMET en Yecla, acompañada de ligero aumento de la temperatura (";"En base al informe operativo del ATAP, situación de nubosidad de evolución diurna en el sureste, asociada a la inestabilidad térmica producida por fuerte calentamiento en capas bajas y a convergencias entre el flujo del SW inducido por las bajas térmicas y los E y SE asociados a brisas mediterráneas. Convección de base elevada, dando lugar a tormentas secas. Calima alta afectando al tercio sureste peninsular";"NO";"NO";"";"";"";"";"";"Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños, Informe por un aficionado entrenado";"";"";"";"SD";"SD";"112";"";"";"SD";"Sin Precipitación";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1852";"https://sinobas.aemet.es/index.php?pag=detal&rep=1852";"bamengualv";"AEMET";"2023-08-27";"11:00";"+/- 3 horas";"2023-10-11";"Reventón / Frente de racha";"Alta";"39.543";"2.707";"4";"Illes Balears";"Can Pastilla";"Carrer del Dentol, 92, 07610 Can Pastilla, Illes Balears, España";"07610";"Un frente frío muy activo cruzó Baleares de oeste a este, durante el domingo 27 de agosto. Pasaron dos líneas de tormentas, una durante la mañana (entre las 11 y las 12 horas locales) y otra por la tarde (entre las 19:30 y las 21 horas locales) que fueron dejando chubascos, tormentas y rachas de viento muy fuertes a su paso.";"Un frente frío muy activo cruzó Baleares de oeste a este, durante el domingo 27 de agosto. Pasaron dos líneas de tormentas, una durante la mañana (entre las 11 y las 12 horas locales) y otra por la tarde (entre las 19:30 y las 21 horas locales) que fueron dejando chubascos, tormentas y rachas de viento muy fuertes a su paso.";"NO";"NO";"";"";"";"";"";"Información en los medios, Información en sitios webs, Fotos o videos del evento";"";"";"";"SD";"SD";"110";"";"";"SD";"Lluvia fuerte";"SD";"SD";"SD";"oeste a este";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1855";"https://sinobas.aemet.es/index.php?pag=detal&rep=1855";"icampoo";"AEMET";"2023-05-12";"19:00";"+/- 1 hora";"2023-10-17";"Granizada Singular";"Alta";"40.711";"0.727";"0";"Tarragona";"Sant Jaume d'Enveja";"PP6G+GJ Sant Jaume d'Enveja, España";"43877";"Deltebre/Sant Jaume d'Enveja";"Núcleos convectivos acompañados de tormenta que se desplazan por la tarde desde el NE de Tarragona hasta el litoral sur de la provincia, con el máximo de actividad sobre la zona del delta del Ebro.";"NO";"NO";"";"";"";"";"";"Testigo del evento, Informado por un testigo del evento, Información en los medios, Información en sitios webs, Fotos o videos del evento";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"Entre 2 y 3";"Entre 0,5 y 1";"SD";"1";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1857";"https://sinobas.aemet.es/index.php?pag=detal&rep=1857";"icampoo";"AEMET";"2023-05-12";"13:00";"+/- 1 hora";"2023-10-18";"Granizada Singular";"Alta";"41.807";"2.046";"658";"Barcelona";"Moià";"El Pou de la Moretona, 08180 Moià, Barcelona, España";"08180";"Carretera N-141c, entre Calders y Moià, en la provincia de Barcelona.";"Tormentas en la mitad sur de la depresión central de Barcelona durante la tarde (entre las 13 y las 14 UTC), donde se localiza la zona afectada (comarca del Moianès).";"NO";"NO";"";"";"";"";"";"Testigo del evento, Informado por un testigo del evento, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"Entre 0,5 y 1";"Entre 0,5 y 1";"SD";"Entre 5 y 10";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1858";"https://sinobas.aemet.es/index.php?pag=detal&rep=1858";"ObservadorGPVBCN2";"AEMET";"2023-05-23";"15:00";"+/- 15 minutos";"2023-10-19";"Precipitación Súbita Torrencial";"Alta";"41.796";"1.952";"311";"Barcelona";"Artés";"Carrer Catalunya, 49, 08271 Artés, Barcelona, España";"08271";"";"Chubascos con tormenta en parte de la depresión de Lleida y de la depresión de Barcelona durante la tarde, afectando en esta última a las comarcas del SW (Bages).";"NO";"NO";"Calles inundadas, coches atrapados por la lluvia, accesos cortados por balsas de agua.";"Crecida de rieras, campos anegados.";"";"";"";"Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños, Información en documentos científicos, Informe por un meteorólogo profesional";"";"";"";"";"";"";"";"";"60 minutos";"";"";"";"";"";"";"";"";"";"";"";"";"87";"13:30";"5";"";"14";"28";"53";"";"89";"Si";"Lluvia y granizo";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
